"","id","dob_month","dob_year","dob_conflict","race","gender","yr_hgc","hgc_i","hgc"
"6439",6439,6,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",11,"11TH GRADE"
"6440",6440,7,60,TRUE,"BLACK","MALE","1981",12,"12TH GRADE"
"6441",6441,5,62,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"6442",6442,9,64,FALSE,"BLACK","FEMALE","2000",15,"3RD YEAR COL"
"6443",6443,6,57,FALSE,"BLACK","MALE","1979",8,"8TH GRADE"
"6444",6444,1,58,FALSE,"BLACK","FEMALE","2010",12,"12TH GRADE"
"6445",6445,10,64,FALSE,"BLACK","FEMALE","1980",8,"8TH GRADE"
"6446",6446,10,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",13,"1ST YEAR COL"
"6447",6447,7,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",14,"2ND YEAR COL"
"6448",6448,7,57,FALSE,"BLACK","FEMALE","2002",12,"12TH GRADE"
"6449",6449,9,61,FALSE,"BLACK","FEMALE","1992",11,"11TH GRADE"
"6450",6450,9,62,FALSE,"BLACK","FEMALE","2016",14,"2ND YEAR COL"
"6451",6451,5,64,FALSE,"BLACK","MALE","1988",12,"12TH GRADE"
"6452",6452,10,58,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"6453",6453,10,61,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"6454",6454,10,63,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"6455",6455,12,61,FALSE,"BLACK","FEMALE","1992",17,"5TH YEAR COL"
"6456",6456,10,59,FALSE,"BLACK","MALE","1982",14,"2ND YEAR COL"
"6457",6457,6,58,FALSE,"BLACK","FEMALE","1992",13,"1ST YEAR COL"
"6458",6458,10,61,FALSE,"BLACK","MALE","1980",12,"12TH GRADE"
"6459",6459,3,63,FALSE,"BLACK","FEMALE","2014",17,"5TH YEAR COL"
"6460",6460,8,63,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"6461",6461,2,64,FALSE,"BLACK","FEMALE","1983",12,"12TH GRADE"
"6462",6462,2,64,FALSE,"BLACK","MALE","1985",12,"12TH GRADE"
"6463",6463,8,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",5,"5TH GRADE"
"6464",6464,8,62,TRUE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",7,"7TH GRADE"
"6465",6465,9,60,FALSE,"BLACK","MALE","1998",12,"12TH GRADE"
"6466",6466,9,61,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"6467",6467,9,61,FALSE,"BLACK","MALE","1993",12,"12TH GRADE"
"6468",6468,6,63,FALSE,"BLACK","MALE","1982",12,"12TH GRADE"
"6469",6469,4,60,FALSE,"BLACK","MALE","1984",16,"4TH YEAR COL"
"6470",6470,4,61,FALSE,"BLACK","FEMALE","1983",16,"4TH YEAR COL"
"6471",6471,2,61,FALSE,"BLACK","MALE","1980",12,"12TH GRADE"
"6472",6472,1,63,FALSE,"BLACK","FEMALE","1987",13,"1ST YEAR COL"
"6473",6473,9,57,FALSE,"BLACK","MALE","1980",15,"3RD YEAR COL"
"6474",6474,6,62,FALSE,"BLACK","FEMALE","1981",10,"10TH GRADE"
"6475",6475,12,58,FALSE,"BLACK","FEMALE","1982",14,"2ND YEAR COL"
"6476",6476,3,60,FALSE,"BLACK","MALE","1979",8,"8TH GRADE"
"6477",6477,2,61,FALSE,"BLACK","MALE","2008",12,"12TH GRADE"
"6478",6478,1,62,FALSE,"BLACK","MALE","1986",10,"10TH GRADE"
"6479",6479,7,63,FALSE,"BLACK","MALE","2000",13,"1ST YEAR COL"
"6480",6480,7,64,FALSE,"BLACK","MALE","1982",9,"9TH GRADE"
"6481",6481,3,61,FALSE,"BLACK","FEMALE","1986",16,"4TH YEAR COL"
"6482",6482,2,61,FALSE,"BLACK","FEMALE","1987",10,"10TH GRADE"
"6483",6483,2,62,FALSE,"BLACK","FEMALE","1979",10,"10TH GRADE"
"6484",6484,1,64,FALSE,"BLACK","MALE","1985",12,"12TH GRADE"
"6485",6485,2,60,FALSE,"BLACK","FEMALE","1983",16,"4TH YEAR COL"
"6486",6486,10,61,FALSE,"BLACK","FEMALE","1979",11,"11TH GRADE"
"6487",6487,8,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",10,"10TH GRADE"
"6488",6488,8,58,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"6489",6489,5,63,FALSE,"BLACK","FEMALE","2006",16,"4TH YEAR COL"
"6490",6490,2,59,FALSE,"BLACK","MALE","2000",12,"12TH GRADE"
"6491",6491,11,60,FALSE,"BLACK","MALE","1983",15,"3RD YEAR COL"
"6492",6492,11,58,FALSE,"BLACK","MALE","1979",8,"8TH GRADE"
"6493",6493,4,63,FALSE,"BLACK","MALE","1988",12,"12TH GRADE"
"6494",6494,9,59,FALSE,"BLACK","MALE","1979",10,"10TH GRADE"
"6495",6495,11,59,FALSE,"BLACK","MALE","1980",12,"12TH GRADE"
"6496",6496,6,61,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"6497",6497,9,57,FALSE,"BLACK","MALE","1980",16,"4TH YEAR COL"
"6498",6498,8,59,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"6499",6499,7,60,FALSE,"BLACK","MALE","1984",12,"12TH GRADE"
"6500",6500,8,61,FALSE,"BLACK","MALE","1984",12,"12TH GRADE"
"6501",6501,9,58,FALSE,"BLACK","MALE","1985",14,"2ND YEAR COL"
"6502",6502,7,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"6503",6503,3,61,FALSE,"BLACK","FEMALE","1990",16,"4TH YEAR COL"
"6504",6504,3,63,FALSE,"BLACK","MALE","1988",16,"4TH YEAR COL"
"6505",6505,5,64,FALSE,"BLACK","FEMALE","1984",12,"12TH GRADE"
"6506",6506,9,62,FALSE,"BLACK","MALE","1986",14,"2ND YEAR COL"
"6507",6507,11,63,FALSE,"BLACK","MALE","2018",95,"UNGRADED"
"6508",6508,7,58,FALSE,"BLACK","MALE","1979",8,"8TH GRADE"
"6509",6509,10,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"6510",6510,4,59,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"6511",6511,12,61,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"6512",6512,1,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6513",6513,11,58,FALSE,"BLACK","FEMALE","1982",16,"4TH YEAR COL"
"6514",6514,12,62,FALSE,"BLACK","MALE","1986",16,"4TH YEAR COL"
"6515",6515,2,64,FALSE,"BLACK","FEMALE","2010",18,"6TH YEAR COL"
"6516",6516,5,59,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"6517",6517,1,62,FALSE,"BLACK","MALE","1987",15,"3RD YEAR COL"
"6518",6518,1,59,FALSE,"BLACK","MALE","1996",18,"6TH YEAR COL"
"6519",6519,6,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"6520",6520,12,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"6521",6521,11,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6522",6522,11,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",12,"12TH GRADE"
"6523",6523,3,60,TRUE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",7,"7TH GRADE"
"6524",6524,11,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",16,"4TH YEAR COL"
"6525",6525,11,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6526",6526,10,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"6527",6527,9,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",8,"8TH GRADE"
"6528",6528,12,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",10,"10TH GRADE"
"6529",6529,2,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"6530",6530,12,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"6531",6531,2,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"6532",6532,9,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",12,"12TH GRADE"
"6533",6533,7,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"6534",6534,12,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",9,"9TH GRADE"
"6535",6535,1,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",8,"8TH GRADE"
"6536",6536,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",11,"11TH GRADE"
"6537",6537,8,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",7,"7TH GRADE"
"6538",6538,4,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",10,"10TH GRADE"
"6539",6539,5,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"6540",6540,8,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"6541",6541,3,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"6542",6542,11,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"6543",6543,2,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",16,"4TH YEAR COL"
"6544",6544,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"6545",6545,6,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",15,"3RD YEAR COL"
"6546",6546,6,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",17,"5TH YEAR COL"
"6547",6547,4,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"6548",6548,8,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"6549",6549,4,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",9,"9TH GRADE"
"6550",6550,5,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",16,"4TH YEAR COL"
"6551",6551,3,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",9,"9TH GRADE"
"6552",6552,8,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"6553",6553,2,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",9,"9TH GRADE"
"6554",6554,6,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"6555",6555,6,64,FALSE,"BLACK","FEMALE","1990",13,"1ST YEAR COL"
"6556",6556,11,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"6557",6557,9,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",18,"6TH YEAR COL"
"6558",6558,2,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",16,"4TH YEAR COL"
"6559",6559,6,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",17,"5TH YEAR COL"
"6560",6560,2,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",16,"4TH YEAR COL"
"6561",6561,1,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",19,"7TH YEAR COL"
"6562",6562,8,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"6563",6563,1,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",17,"5TH YEAR COL"
"6564",6564,7,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",16,"4TH YEAR COL"
"6565",6565,10,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",18,"6TH YEAR COL"
"6566",6566,1,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",16,"4TH YEAR COL"
"6567",6567,6,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",17,"5TH YEAR COL"
"6568",6568,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",17,"5TH YEAR COL"
"6569",6569,7,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",20,"8TH YEAR COL"
"6570",6570,1,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",17,"5TH YEAR COL"
"6571",6571,8,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",16,"4TH YEAR COL"
"6572",6572,6,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",15,"3RD YEAR COL"
"6573",6573,5,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",12,"12TH GRADE"
"6574",6574,7,57,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"6575",6575,3,60,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"6576",6576,5,63,FALSE,"BLACK","MALE","1982",12,"12TH GRADE"
"6577",6577,9,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",9,"9TH GRADE"
"6578",6578,11,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"6579",6579,7,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",12,"12TH GRADE"
"6580",6580,1,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"6581",6581,5,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"6582",6582,9,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",10,"10TH GRADE"
"6583",6583,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"6584",6584,8,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"6585",6585,12,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",11,"11TH GRADE"
"6586",6586,7,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",9,"9TH GRADE"
"6587",6587,2,59,FALSE,"BLACK","FEMALE","1980",9,"9TH GRADE"
"6588",6588,2,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",8,"8TH GRADE"
"6589",6589,6,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"6590",6590,10,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",10,"10TH GRADE"
"6591",6591,12,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"6592",6592,9,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",7,"7TH GRADE"
"6593",6593,2,64,TRUE,"BLACK","MALE","1987",14,"2ND YEAR COL"
"6594",6594,10,62,TRUE,"BLACK","MALE","1982",12,"12TH GRADE"
"6595",6595,2,58,FALSE,"HISPANIC","MALE","2000",14,"2ND YEAR COL"
"6596",6596,1,61,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"6597",6597,2,62,FALSE,"BLACK","MALE","1984",16,"4TH YEAR COL"
"6598",6598,12,63,FALSE,"BLACK","MALE","1987",12,"12TH GRADE"
"6599",6599,7,62,FALSE,"BLACK","FEMALE","1981",12,"12TH GRADE"
"6600",6600,4,57,FALSE,"BLACK","MALE","1979",11,"11TH GRADE"
"6601",6601,7,59,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"6602",6602,12,63,FALSE,"BLACK","FEMALE","2012",12,"12TH GRADE"
"6603",6603,7,62,FALSE,"BLACK","MALE","2000",14,"2ND YEAR COL"
"6604",6604,2,61,FALSE,"BLACK","FEMALE","1980",12,"12TH GRADE"
"6605",6605,4,61,TRUE,"BLACK","FEMALE","2006",15,"3RD YEAR COL"
"6606",6606,5,59,FALSE,"BLACK","FEMALE","2004",14,"2ND YEAR COL"
"6607",6607,9,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",18,"6TH YEAR COL"
"6608",6608,12,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"6609",6609,11,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6610",6610,9,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6611",6611,11,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"6612",6612,2,62,TRUE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"6613",6613,9,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",16,"4TH YEAR COL"
"6614",6614,4,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"6615",6615,6,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",13,"1ST YEAR COL"
"6616",6616,9,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"6617",6617,7,64,FALSE,"BLACK","MALE","2016",13,"1ST YEAR COL"
"6618",6618,3,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6619",6619,9,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",16,"4TH YEAR COL"
"6620",6620,8,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",8,"8TH GRADE"
"6621",6621,7,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"6622",6622,9,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",14,"2ND YEAR COL"
"6623",6623,1,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"6624",6624,12,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"6625",6625,2,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"6626",6626,6,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",18,"6TH YEAR COL"
"6627",6627,11,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6628",6628,12,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6629",6629,11,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",11,"11TH GRADE"
"6630",6630,11,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"6631",6631,2,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",16,"4TH YEAR COL"
"6632",6632,12,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",14,"2ND YEAR COL"
"6633",6633,6,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",16,"4TH YEAR COL"
"6634",6634,6,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",5,"5TH GRADE"
"6635",6635,6,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",9,"9TH GRADE"
"6636",6636,2,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6637",6637,5,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",12,"12TH GRADE"
"6638",6638,3,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",10,"10TH GRADE"
"6639",6639,2,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6640",6640,8,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"6641",6641,6,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1988",15,"3RD YEAR COL"
"6642",6642,11,57,FALSE,"BLACK","FEMALE","1979",13,"1ST YEAR COL"
"6643",6643,1,58,FALSE,"HISPANIC","FEMALE","2012",17,"5TH YEAR COL"
"6644",6644,7,60,FALSE,"HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6645",6645,11,59,FALSE,"BLACK","FEMALE","1983",15,"3RD YEAR COL"
"6646",6646,2,62,FALSE,"BLACK","FEMALE","2010",20,"8TH YEAR COL"
"6647",6647,11,60,FALSE,"BLACK","FEMALE","2012",17,"5TH YEAR COL"
"6648",6648,12,59,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"6649",6649,5,57,FALSE,"HISPANIC","MALE","1979",14,"2ND YEAR COL"
"6650",6650,5,64,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"6651",6651,10,62,FALSE,"HISPANIC","FEMALE","1998",12,"12TH GRADE"
"6652",6652,9,63,FALSE,"HISPANIC","FEMALE","1992",13,"1ST YEAR COL"
"6653",6653,12,57,FALSE,"HISPANIC","MALE","2006",12,"12TH GRADE"
"6654",6654,6,57,TRUE,"HISPANIC","FEMALE","1979",12,"12TH GRADE"
"6655",6655,12,57,FALSE,"HISPANIC","FEMALE","1998",13,"1ST YEAR COL"
"6656",6656,7,60,FALSE,"HISPANIC","MALE","1984",15,"3RD YEAR COL"
"6657",6657,6,58,FALSE,"HISPANIC","MALE","1991",14,"2ND YEAR COL"
"6658",6658,3,60,FALSE,"HISPANIC","FEMALE","1993",12,"12TH GRADE"
"6659",6659,11,60,FALSE,"HISPANIC","FEMALE","1986",14,"2ND YEAR COL"
"6660",6660,10,61,FALSE,"HISPANIC","MALE","1979",9,"9TH GRADE"
"6661",6661,3,61,FALSE,"HISPANIC","MALE","1984",12,"12TH GRADE"
"6662",6662,5,62,FALSE,"HISPANIC","FEMALE","1981",12,"12TH GRADE"
"6663",6663,9,63,FALSE,"HISPANIC","FEMALE","2010",20,"8TH YEAR COL"
"6664",6664,1,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",10,"10TH GRADE"
"6665",6665,11,59,FALSE,"BLACK","FEMALE","1980",13,"1ST YEAR COL"
"6666",6666,12,61,FALSE,"BLACK","FEMALE","2002",13,"1ST YEAR COL"
"6667",6667,1,63,FALSE,"BLACK","FEMALE","1992",13,"1ST YEAR COL"
"6668",6668,12,63,FALSE,"BLACK","FEMALE","2010",15,"3RD YEAR COL"
"6669",6669,12,64,FALSE,"BLACK","FEMALE","1983",12,"12TH GRADE"
"6670",6670,12,63,FALSE,"BLACK","MALE","1994",12,"12TH GRADE"
"6671",6671,10,61,FALSE,"BLACK","FEMALE","1981",12,"12TH GRADE"
"6672",6672,12,60,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"6673",6673,6,59,FALSE,"HISPANIC","MALE","2002",18,"6TH YEAR COL"
"6674",6674,10,57,FALSE,"HISPANIC","FEMALE","1982",16,"4TH YEAR COL"
"6675",6675,8,63,FALSE,"HISPANIC","FEMALE","1982",12,"12TH GRADE"
"6676",6676,8,61,FALSE,"HISPANIC","FEMALE","1993",16,"4TH YEAR COL"
"6677",6677,9,62,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"6678",6678,1,57,FALSE,"BLACK","MALE","1979",11,"11TH GRADE"
"6679",6679,1,61,FALSE,"HISPANIC","MALE","1980",12,"12TH GRADE"
"6680",6680,12,61,FALSE,"HISPANIC","MALE","1979",10,"10TH GRADE"
"6681",6681,8,63,FALSE,"HISPANIC","MALE","1990",12,"12TH GRADE"
"6682",6682,9,57,FALSE,"HISPANIC","MALE","2006",12,"12TH GRADE"
"6683",6683,4,59,FALSE,"BLACK","FEMALE","1989",15,"3RD YEAR COL"
"6684",6684,4,59,FALSE,"BLACK","FEMALE","2006",12,"12TH GRADE"
"6685",6685,2,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",9,"9TH GRADE"
"6686",6686,1,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",12,"12TH GRADE"
"6687",6687,7,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"6688",6688,9,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"6689",6689,1,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"6690",6690,9,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"6691",6691,2,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",17,"5TH YEAR COL"
"6692",6692,11,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",16,"4TH YEAR COL"
"6693",6693,6,61,FALSE,"HISPANIC","FEMALE","1983",16,"4TH YEAR COL"
"6694",6694,3,58,FALSE,"HISPANIC","FEMALE","2000",15,"3RD YEAR COL"
"6695",6695,7,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"6696",6696,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"6697",6697,3,57,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"6698",6698,12,63,FALSE,"BLACK","MALE","1991",16,"4TH YEAR COL"
"6699",6699,4,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",16,"4TH YEAR COL"
"6700",6700,2,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",14,"2ND YEAR COL"
"6701",6701,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"6702",6702,4,62,FALSE,"BLACK","MALE","1983",14,"2ND YEAR COL"
"6703",6703,3,61,FALSE,"BLACK","FEMALE","2016",18,"6TH YEAR COL"
"6704",6704,4,60,FALSE,"HISPANIC","FEMALE","1979",7,"7TH GRADE"
"6705",6705,4,62,FALSE,"HISPANIC","MALE","1992",13,"1ST YEAR COL"
"6706",6706,1,57,FALSE,"HISPANIC","MALE","1979",14,"2ND YEAR COL"
"6707",6707,1,58,FALSE,"BLACK","FEMALE","1980",14,"2ND YEAR COL"
"6708",6708,8,64,FALSE,"BLACK","FEMALE","1991",19,"7TH YEAR COL"
"6709",6709,8,61,FALSE,"BLACK","FEMALE","1981",12,"12TH GRADE"
"6710",6710,5,58,FALSE,"BLACK","MALE","1996",12,"12TH GRADE"
"6711",6711,7,63,FALSE,"HISPANIC","FEMALE","1982",12,"12TH GRADE"
"6712",6712,8,58,FALSE,"HISPANIC","FEMALE","2016",16,"4TH YEAR COL"
"6713",6713,9,59,FALSE,"HISPANIC","MALE","2006",15,"3RD YEAR COL"
"6714",6714,10,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",12,"12TH GRADE"
"6715",6715,8,64,FALSE,"HISPANIC","FEMALE","2016",13,"1ST YEAR COL"
"6716",6716,12,60,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"6717",6717,6,59,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"6718",6718,8,63,FALSE,"BLACK","FEMALE","1984",11,"11TH GRADE"
"6719",6719,12,61,TRUE,"BLACK","MALE","1979",8,"8TH GRADE"
"6720",6720,5,58,FALSE,"BLACK","FEMALE","1989",13,"1ST YEAR COL"
"6721",6721,1,62,FALSE,"BLACK","MALE","1985",12,"12TH GRADE"
"6722",6722,6,58,FALSE,"BLACK","FEMALE","2008",12,"12TH GRADE"
"6723",6723,5,62,FALSE,"BLACK","MALE","1981",13,"1ST YEAR COL"
